1.22 	3.45254e-18 	-6.98323e-18 	-0.360488
1.66 	3.45254e-18 	-6.96118e-18 	-0.0697793
2.1 	3.45254e-18 	-6.93894e-18 	0.0141827
2.54 	3.45254e-18 	-8.30431e-18 	0.0718938
2.98 	3.45254e-18 	-8.28171e-18 	0.0484384
3.42 	3.45254e-18 	-6.87115e-18 	0.0415602
3.86 	3.45254e-18 	-6.84819e-18 	0.0280713
4.3 	3.45254e-18 	-6.82504e-18 	0.0211745
4.74 	3.45254e-18 	-5.41391e-18 	0.0153617
5.18 	3.45254e-18 	-2.61482e-18 	0.0115606
5.62 	3.45254e-18 	-1.2033e-18 	0.00878816
6.06 	3.45254e-18 	-1.17937e-18 	0.00681587
6.5 	3.45254e-18 	-1.15524e-18 	0.00534777
