1.22 	3.45254e-18 	-6.98323e-18 	-0.274938
1.66 	3.45254e-18 	-6.96118e-18 	-0.268335
2.1 	3.45254e-18 	-6.93894e-18 	-0.286705
2.54 	3.45254e-18 	-8.30431e-18 	-0.304722
2.98 	3.45254e-18 	-8.28171e-18 	-0.317491
3.42 	3.45254e-18 	-6.87115e-18 	-0.268076
3.86 	3.45254e-18 	-6.84819e-18 	-0.195871
4.3 	3.45254e-18 	-6.82504e-18 	-0.13463
4.74 	3.45254e-18 	-5.41391e-18 	-0.0831611
5.18 	3.45254e-18 	-2.61482e-18 	-0.0409242
5.62 	3.45254e-18 	-1.2033e-18 	-0.0159315
6.06 	3.45254e-18 	-1.17937e-18 	0.00406733
6.5 	3.45254e-18 	-1.15524e-18 	0.0129349
