1.22 	3.45254e-18 	-6.98323e-18 	-0.387412
1.66 	3.45254e-18 	-6.96118e-18 	-0.443214
2.1 	3.45254e-18 	-6.93894e-18 	-0.338976
2.54 	3.45254e-18 	-8.30431e-18 	-0.176551
2.98 	3.45254e-18 	-8.28171e-18 	-0.0618009
3.42 	3.45254e-18 	-6.87115e-18 	0.0268572
3.86 	3.45254e-18 	-6.84819e-18 	0.049918
4.3 	3.45254e-18 	-6.82504e-18 	0.0613
4.74 	3.45254e-18 	-5.41391e-18 	0.0528198
5.18 	3.45254e-18 	-2.61482e-18 	0.0463832
5.62 	3.45254e-18 	-1.2033e-18 	0.0381921
6.06 	3.45254e-18 	-1.17937e-18 	0.0314165
6.5 	3.45254e-18 	-1.15524e-18 	0.0254224
