1.22 	3.45254e-18 	-6.98323e-18 	-0.310734
1.66 	3.45254e-18 	-6.96118e-18 	-0.343378
2.1 	3.45254e-18 	-6.93894e-18 	-0.404802
2.54 	3.45254e-18 	-8.30431e-18 	-0.344509
2.98 	3.45254e-18 	-8.28171e-18 	-0.217667
3.42 	3.45254e-18 	-6.87115e-18 	-0.119203
3.86 	3.45254e-18 	-6.84819e-18 	-0.0451705
4.3 	3.45254e-18 	-6.82504e-18 	0.00952167
4.74 	3.45254e-18 	-5.41391e-18 	0.0303425
5.18 	3.45254e-18 	-2.61482e-18 	0.0433023
5.62 	3.45254e-18 	-1.2033e-18 	0.0427302
6.06 	3.45254e-18 	-1.17937e-18 	0.0412914
6.5 	3.45254e-18 	-1.15524e-18 	0.0368703
