1.22 	3.45254e-18 	-6.98323e-18 	-0.392717
1.66 	3.45254e-18 	-6.96118e-18 	-0.374155
2.1 	3.45254e-18 	-6.93894e-18 	-0.340828
2.54 	3.45254e-18 	-8.30431e-18 	-0.360305
2.98 	3.45254e-18 	-8.28171e-18 	-0.227203
3.42 	3.45254e-18 	-6.87115e-18 	-0.125821
3.86 	3.45254e-18 	-6.84819e-18 	-0.149262
4.3 	3.45254e-18 	-6.82504e-18 	-0.176714
4.74 	3.45254e-18 	-5.41391e-18 	-0.134114
5.18 	3.45254e-18 	-2.61482e-18 	-0.0864393
5.62 	3.45254e-18 	-1.2033e-18 	-0.0836802
6.06 	3.45254e-18 	-1.17937e-18 	-0.114982
6.5 	3.45254e-18 	-1.15524e-18 	-0.122603
